"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Windham County, VT"	"50025"	"2010"	"2010"	Suppressed	44513	Suppressed
	"Windham County, VT"	"50025"	"2011"	"2011"	Suppressed	44266	Suppressed
	"Windham County, VT"	"50025"	"2012"	"2012"	Suppressed	43985	Suppressed
	"Windsor County, VT"	"50027"	"2006"	"2006"	Suppressed	57184	Suppressed
	"Windsor County, VT"	"50027"	"2007"	"2007"	Suppressed	57061	Suppressed
	"Windsor County, VT"	"50027"	"2008"	"2008"	Suppressed	56850	Suppressed
	"Windsor County, VT"	"50027"	"2009"	"2009"	Suppressed	56708	Suppressed
	"Windsor County, VT"	"50027"	"2010"	"2010"	Suppressed	56670	Suppressed
	"Windsor County, VT"	"50027"	"2011"	"2011"	Suppressed	56666	Suppressed
	"Windsor County, VT"	"50027"	"2012"	"2012"	Suppressed	56211	Suppressed
